Gear_type,fuel_type,location,mileage,name,price,volume_of_fuel,year_of_manufacture
Automatic,Petrol,Karachi,131000,"
ToyotaVitz2011F1.0forSale
",1650000.0,1000,10
Automatic,Petrol,Karachi,127000,"
LexusRXSeries2010450HforSale
",6500000.0,3500,11
Automatic,Petrol,Karachi,88000,"
ToyotaCorolla2012GLiAutomaticLimitedEdi...
",2000000.0,1600,9
Automatic,Petrol,Karachi,5450,"
DaihatsuMira2019XforSale
",2190000.0,660,2
Automatic,Petrol,Karachi,26834,"
HondaBR-V2019i-VTECSforSale
8.6/10
",3140000.0,1500,2
Automatic,Petrol,Karachi,79577,"
ToyotaCorolla2011AltisSRCruisetronic1.8...
7.3/10
",1875000.0,1800,10
Automatic,Petrol,Karachi,58922,"
ToyotaFortuner20152.7VVTiforSale
9.7/10
",6500000.0,2700,6
Automatic,Petrol,Karachi,104000,"
ToyotaVitz2014FLimited1.0forSale
",1875000.0,1000,7
Automatic,Petrol,Karachi,62000,"
HondaCivic2017Oriel1.8i-VTECCVTforSale
",3350000.0,1800,4
Automatic,Petrol,Karachi,22000,"
ToyotaCorolla2019GLiAutomatic1.3VVTifo...
",0,1300,2
Automatic,Petrol,Karachi,120000,"
ToyotaCorolla2011GLiAutomatic1.6VVTifo...
",2025000.0,1600,10
Manual,Petrol,Karachi,35500,"
SuzukiCultus2019VXLforSale
",1864999.9999999998,1000,2
Manual,Petrol,Karachi,29078,"
FAWX-PV2017DualACforSale
6.5/10
",890000.0,1000,4
Automatic,Petrol,Karachi,8480,"
MercedesBenzCClass2005C180forSale
7.2/10
",2280000.0,1800,16
Automatic,Petrol,Karachi,43000,"
ToyotaPasso2015XforSale
",2000000.0,1000,6
Automatic,Hybrid,Karachi,35000,"
HondaVezel2014HybridZforSale
",3575000.0,1500,7
Automatic,Hybrid,Karachi,76000,"
HondaVezel2015HybridZforSale
",3175000.0,1500,6
Automatic,Petrol,Karachi,112000,"
SuzukiAlto2013ECO-LforSale
",1235000.0,660,8
Automatic,Petrol,Karachi,61000,"
DaihatsuMira2016ESforSale
",1575000.0,660,5
Automatic,Petrol,Karachi,30000,"
DaihatsuCuore2011CXEcomaticforSale
",1200000.0,800,10
Manual,Petrol,Karachi,99000,"
SuzukiEvery2015JoinTurboforSale
",1550000.0,660,6
Automatic,Petrol,Karachi,26000,"
HondaCivicRebirth2016VTiOrielProsmatec1...
",3475000.0,1800,5
Automatic,Petrol,Karachi,19000,"
HondaCity2020AspireProsmatec1.5i-VTECf...
",3000000.0,1500,1
Automatic,Petrol,Karachi,42457,"
HondaNBox2015GforSale
",1675000.0,660,6
Manual,Petrol,Karachi,29000,"
SuzukiWagonR2018VXLforSale
",1525000.0,1000,3
Manual,Petrol,Karachi,60000,"
SuzukiCultus2012EUROIIforSale
",980000.0000000001,1000,9
Automatic,Petrol,Karachi,111200,"
NissanClipper2013forSale
",0,660,8
Manual,Petrol,Karachi,14000,"
SuzukiBolan2018CargoVanEurollforSale
",930000.0000000001,800,3
Manual,Petrol,Karachi,41000,"
SuzukiMehran2015VXREuroII(CNG)forSale
",760000.0,800,6
Automatic,Petrol,Karachi,28000,"
AudiA520181.4TFSISportbackforSale
",12300000.0,1400,3
Manual,Petrol,Karachi,95000,"
SuzukiCultus2007VXLforSale
",670000.0,1000,14
Automatic,Petrol,Karachi,72018,"
HondaNBox2014forSale
6.1/10
",1400000.0,660,7
Automatic,Petrol,Karachi,46000,"
HondaCivic2017Oriel1.8i-VTECCVTforSale
",0,1800,4
Automatic,Petrol,Karachi,152000,"
ToyotaLandCruiser1998CygnusforSale
",0,4700,23
Automatic,Petrol,Karachi,78000,"
HondaCivicRebirth2015VTiOrielProsmatec1...
",0,1800,6
Manual,Diesel,Karachi,134000,"
ToyotaHilux2013D-4DforSale
",0,3000,8
Automatic,Petrol,Karachi,32317,"
ToyotaLandCruiser2016ZXforSale
",0,4600,5
Automatic,Petrol,Karachi,60000,"
DaihatsuMira2015LSAforSale
",1575000.0,660,6
Automatic,Petrol,Karachi,6800,"
FordF1502018forSale
",29500000.0,5000,3
Automatic,Petrol,Karachi,5000,"
AudiA52019forSale
",13799999.999999998,3000,2
Automatic,Hybrid,Karachi,121000,"
NissanNote2018forSale
",2900000.0,1200,3
Automatic,Petrol,Karachi,9500,"
ToyotaCorolla2020AltisGrandeCVT-i1.8fo...
",4150000.0,1800,1
Automatic,Petrol,Karachi,14000,"
ToyotaCorolla2019AltisGrandeCVT-i1.8fo...
",3950000.0,1800,2
Automatic,Petrol,Karachi,121000,"
SuzukiAlto2014SPackageforSale
",1375000.0,660,7
Manual,Petrol,Karachi,16900,"
ToyotaCorolla2009XLiVVTiforSale
",2200000.0,1300,12
Automatic,Petrol,Karachi,42000,"
ToyotaFortuner2015TRDSportivoforSale
",6550000.0,2700,6
Automatic,Petrol,Karachi,26000,"
LexusLXSeries2016LX570forSale
",45000000.0,5663,5
Automatic,Petrol,Karachi,24000,"
ToyotaPrado2018TX2.7forSale
",0,2700,3
Automatic,Petrol,Karachi,51000,"
SuzukiAlto2019VXLforSale
",1550000.0,660,2
Automatic,Petrol,Karachi,42556,"
AudiA620151.8TFSIforSale
",0,1800,6
Automatic,Petrol,Karachi,13379,"
ToyotaLandCruiser2016ZXforSale
",0,4600,5
Automatic,Petrol,Karachi,41000,"
LexusLXSeries2016LX570forSale
",0,5700,5
Automatic,Petrol,Karachi,14000,"
ToyotaLandCruiser2018ZXforSale
",45500000.0,4608,3
Automatic,Petrol,Karachi,31000,"
ToyotaLandCruiser2016ZXforSale
",35500000.0,4608,5
Automatic,Petrol,Karachi,29000,"
ToyotaPrado2017TX2.7forSale
",20500000.0,2700,4
Automatic,Diesel,Karachi,41000,"
ToyotaFortuner2018forSale
",8900000.0,2800,3
Automatic,Petrol,Karachi,44000,"
ToyotaPrado2018TXLPackage2.7forSale
",25000000.0,2700,3
Automatic,Petrol,Karachi,8000,"
ToyotaLandCruiser2018AXforSale
",34000000.0,4608,3
Automatic,Petrol,Karachi,40000,"
LexusLXSeries2016LX570forSale
",48500000.0,5663,5
Automatic,Petrol,Karachi,151200,"
ToyotaSurf2006SSR-G4.0forSale
",0,4000,15
Automatic,Petrol,Karachi,15000,"
HondaCivic20201.5RSTurboforSale
",0,1500,1
Automatic,Petrol,Karachi,105000,"
MitsubishiRvr2013forSale
",0,1800,8
Automatic,Petrol,Karachi,105000,"
ToyotaPrius2015SLEDEdition1.8forSale
",0,1800,6
Automatic,Petrol,Karachi,30000,"
KIASportage2019AWDforSale
",0,2000,2
Manual,Diesel,Karachi,167000,"
ToyotaHilux2005VigoGforSale
",0,3000,16
Automatic,Petrol,Karachi,64000,"
ToyotaFortuner20172.7VVTiforSale
",0,2700,4
Automatic,Petrol,Karachi,15200,"
ToyotaCorolla2019XLiAutomaticforSale
",2875000.0,1300,2
Automatic,Hybrid,Karachi,67700,"
HondaVezel2015HybridZforSale
",3275000.0,1500,6
Automatic,Petrol,Karachi,69200,"
DaihatsuMira2014ESforSale
",1225000.0,660,7
Automatic,Petrol,Karachi,54500,"
MercedesBenzCClass2015C180forSale
",8700000.0,1600,6
Automatic,Petrol,Karachi,88000,"
ToyotaCorolla2015AltisGrandeCVT-i1.8fo...
",2700000.0,1800,6
Manual,Petrol,Karachi,30000,"
SuzukiCultus2017VXLforSale
",1780000.0,1800,4
Manual,Petrol,Karachi,47700,"
SuzukiMehran2018VXREuroIIforSale
",980000.0000000001,800,3
Automatic,Petrol,Karachi,25000,"
KIAPicanto20191.0forSale
",2025000.0,1000,2
Automatic,Petrol,Karachi,96000,"
SuzukiEvery2012GAforSale
",1175000.0,660,9
Automatic,Petrol,Karachi,37000,"
ToyotaPrado2018TX2.7forSale
",21000000.0,2700,3
Manual,Petrol,Karachi,74000,"
SuzukiCultus2016LimitedEditionforSale
",1195000.0,1000,5
Manual,Petrol,Karachi,93000,"
SuzukiCultus2014EUROIIforSale
",1125000.0,1000,7
Automatic,Petrol,Karachi,101649,"
HondaNBox2012GforSale
5.4/10
",1250000.0,660,9
Automatic,Petrol,Karachi,3200,"
AudiA520191.4TFSISportbackforSale
",0,1400,2
Automatic,Hybrid,Karachi,90000,"
HondaVezel2014HybridZforSale
",3050000.0,1500,7
Manual,Petrol,Karachi,136224,"
SuzukiCultus2014EUROIIforSale
8.2/10
",1150000.0,1000,7
Automatic,Petrol,Karachi,77000,"
ToyotaVitz2014FLimitedII1.0forSale
",2170000.0,1300,7
Automatic,Petrol,Karachi,20000,"
DaihatsuMira2018XforSale
",2125000.0,660,3
Automatic,Petrol,Karachi,100000,"
NissanDayz2014forSale
",1350000.0,660,7
Automatic,Petrol,Karachi,60000,"
ToyotaCorolla2018AltisAutomatic1.6forSale
",3050000.0,1600,3
Manual,Petrol,Karachi,77760,"
SuzukiSwift2013DLX1.3forSale
",1400000.0,1300,8
Manual,Petrol,Karachi,123123,"
SuzukiKhyber1999LimitedEditionforSale
",260000.0,1000,22
Automatic,Petrol,Karachi,93000,"
SuzukiWagonR2017FXforSale
",1750000.0,660,4
Automatic,Petrol,Karachi,117000,"
ToyotaCorolla2015AltisAutomatic1.6forSale
",2650000.0,1600,6
Automatic,Petrol,Karachi,14813,"
HondaCity20191.3i-VTECProsmatecforSale
",2575000.0,1300,2
Automatic,Petrol,Karachi,28700,"
HondaCivic20171.8i-VTECCVTforSale
",3080000.0,1800,4
Automatic,Petrol,Karachi,61300,"
ToyotaVitz2015Jewela1.0forSale
",2280000.0,1000,6
Automatic,Petrol,Karachi,60000,"
HondaBR-V2017i-VTECSforSale
",2780000.0,1500,4
Automatic,Petrol,Karachi,55000,"
ToyotaPasso2015XforSale
",0,1000,6
Automatic,Hybrid,Karachi,125000,"
ToyotaAqua2014GforSale
",2350000.0,1500,7
Manual,Petrol,Karachi,21118,"
SuzukiMehran2018VXREuroIIforSale
",950000.0,800,3
Automatic,Petrol,Karachi,88600,"
ToyotaCorolla2016GLiAutomatic1.3VVTifo...
",2275000.0,1300,5
Manual,Petrol,Karachi,67800,"
ToyotaCorolla2017XLiVVTiforSale
",2375000.0,1300,4
Manual,Petrol,Karachi,75000,"
SuzukiCultus2014VXRiforSale
",1075000.0,1000,7
Manual,Petrol,Karachi,55000,"
SuzukiCultus2018VXRforSale
",0,1000,3
Automatic,Petrol,Karachi,12000,"
ToyotaFortuner20182.7VVTiforSale
",8400000.0,2700,3
Automatic,Petrol,Karachi,110000,"
ToyotaCorolla2016AltisAutomatic1.6forSale
",2650000.0,1600,5
Automatic,Petrol,Karachi,92000,"
ToyotaVitz2008F1.0forSale
",1425000.0,1000,13
Automatic,Petrol,Karachi,55000,"
ToyotaCorolla2017AltisAutomatic1.6forSale
",2750000.0,1600,4
Automatic,Diesel,Karachi,3500,"
ToyotaHilux2021RevoVAutomatic2.8forSale
",7725000.0,2800,0
Automatic,Hybrid,Karachi,75000,"
HondaVezel2015HybridZforSale
",3300000.0,1500,6
Automatic,Petrol,Karachi,50000,"
HondaCivic2018Oriel1.8i-VTECCVTforSale
",3800000.0,1800,3
Automatic,Petrol,Karachi,80000,"
MitsubishiPajeroMini1995LimitedforSale
",830000.0000000001,660,26
Automatic,Petrol,Karachi,96000,"
HondaVezel2014HybridXLPackageforSale
",3385000.0,1500,7
Manual,Petrol,Karachi,96000,"
SuzukiCultus2013EUROIIforSale
",1200000.0,1000,8
Automatic,Petrol,Karachi,60000,"
HondaCivic2012OrielProsmatecUGforSale
",2350000.0,1800,9
Automatic,Petrol,Karachi,2700,"
ToyotaLandCruiser2017ZXforSale
",41000000.0,4608,4
Automatic,Petrol,Karachi,89000,"
ToyotaVitz2009F1.0forSale
",1535000.0,1000,12
Automatic,Petrol,Karachi,123060,"
ToyotaSpacio2003forSale
7.2/10
",1450000.0,1500,18
Automatic,Petrol,Karachi,16594,"
ToyotaPrius2017PHV(PlugInHybrid)forSale
9.8/10
",6300000.0,1800,4
Manual,Petrol,Karachi,83612,"
HondaCity20131.3i-VTECforSale
8.4/10
",1830000.0,1300,8
Manual,Petrol,Karachi,668334,"
SuzukiMehran2016VXEuroIIforSale
6.5/10
",720000.0,800,5
Automatic,Petrol,Karachi,44498,"
HondaVezel2015HybridZStyleEditionforSale
9.5/10
",3900000.0,1500,6
Automatic,Petrol,Karachi,84861,"
ToyotaCorollaAxio2017X1.5forSale
9.9/10
",3750000.0,1500,4
Automatic,Petrol,Karachi,54408,"
DaihatsuBoon20151.0CLLimitedforSale
8.6/10
",2000000.0,1000,6
Automatic,Petrol,Karachi,58028,"
ToyotaPasso2015XforSale
9.2/10
",1850000.0,1000,6
Automatic,Petrol,Karachi,75236,"
ToyotaPasso2014forSale
8.6/10
",1880000.0,1000,7
Automatic,Petrol,Karachi,37500,"
ToyotaCorolla2018AltisAutomatic1.6forSale
",3300000.0,1600,3
Automatic,Petrol,Karachi,59000,"
ToyotaVitz2016F1.0forSale
",2245000.0,1000,5
Manual,Petrol,Karachi,200000,"
HondaCity2002EXiforSale
",720000.0,1300,19
Automatic,Petrol,Karachi,72000,"
HondaCivicRebirth2014VTiOrielProsmatec1...
",2650000.0,1800,7
Automatic,Petrol,Karachi,22400,"
DaihatsuMira2017XSAforSale
",2045000.0,660,4
Manual,Petrol,Karachi,200000,"
SuzukiMargalla1992GLPlusforSale
",310000.0,1300,29
Automatic,Petrol,Karachi,10000,"
MercedesBenzCClass2018C180Avantgardefo...
",0,1600,3
Automatic,Petrol,Karachi,28000,"
ToyotaVitz2018FLimited1.0forSale
",0,1000,3
Manual,Petrol,Karachi,63000,"
SuzukiCultus2009VXRiforSale
",720000.0,1000,12
Automatic,Petrol,Karachi,7371,"
ToyotaPrado2017TXLPackage2.7forSale
",20000000.0,2700,4
Manual,Petrol,Karachi,100000,"
SuzukiMehran2005VXR(CNG)forSale
",360000.0,800,16
Automatic,Petrol,Karachi,23000,"
ToyotaPixisEpoch2018XforSale
",2100000.0,660,3
Automatic,Petrol,Karachi,14120,"
ToyotaVitz2019F1.0forSale
",2825000.0,1000,2
Automatic,Petrol,Karachi,1300,"
HyundaiTucson2021AWDA/TUltimateforSale
",6250000.0,2000,0
Manual,Petrol,Karachi,58000,"
HyundaiSantro2005ClubforSale
",520000.0,1000,16
Automatic,Petrol,Karachi,42000,"
HondaCivic2017Oriel1.8i-VTECCVTforSale
",3550000.0,1800,4
Automatic,Hybrid,Karachi,44620,"
SuzukiWagonR2018forSale
",2200000.0,660,3
Automatic,Petrol,Karachi,20,"
ToyotaCorolla2021AltisXAutomatic1.6for...
",0,1600,0
Manual,Petrol,Karachi,109220,"
SuzukiSwift2014DLX1.3forSale
",1400000.0,1300,7
Manual,Petrol,Karachi,1,"
ToyotaCorolla2021AltisXManual1.6forSale
",3600000.0,1600,0
Automatic,Hybrid,Karachi,57000,"
ToyotaAqua2018SforSale
",3535000.0,1500,3
Automatic,Petrol,Karachi,63000,"
HondaVezel2015HybridZHondaSensingfor...
",3860000.0,1500,6
Automatic,Petrol,Karachi,100,"
HondaCivic2021Oriel1.8i-VTECCVTforSale
",4350000.0,1800,0
Manual,CNG,Karachi,64000,"
HondaCivicEK1998VTi1.6forSale
",610000.0,1600,23
Manual,Petrol,Karachi,94000,"
ToyotaCorolla2016GLi1.3VVTiforSale
",2350000.0,1300,5
Automatic,Petrol,Karachi,111722,"
HondaGraceHybrid2015DXforSale
8.1/10
",2870000.0,1500,6
Automatic,Petrol,Karachi,37910,"
ToyotaVitz2018F1.0forSale
9.5/10
",2750000.0,1000,3
Automatic,Petrol,Karachi,15533,"
ToyotaCorolla2019AltisGrandeCVT-i1.8fo...
9.4/10
",3900000.0,1800,2
Manual,Petrol,Karachi,103468,"
HondaCivicReborn2010VTiOriel1.8i-VTECf...
8.2/10
",1700000.0,1800,11
Automatic,Petrol,Karachi,58423,"
ToyotaCorolla2017AltisGrandeCVT-i1.8fo...
8.8/10
",3150000.0,1800,4
Automatic,Petrol,Karachi,79289,"
ToyotaC-HR20171.8HybridforSale
8.5/10
",5700000.0,1800,4
Manual,Petrol,Karachi,129748,"
HondaCivicReborn2010VTi1.8i-VTECforSale
8.5/10
",1550000.0,1800,11
Automatic,Petrol,Karachi,3000,"
ToyotaLandCruiser2016ZXforSale
",35000000.0,4608,5
Automatic,Petrol,Karachi,96218,"
DaihatsuHijet2013DeluxeforSale
8.7/10
",1210000.0,660,8
Automatic,Petrol,Karachi,49436,"
ToyotaCorolla2019AltisGrandeCVT-i1.8fo...
8.2/10
",3850000.0,1800,2
Automatic,Diesel,Karachi,10571,"
ToyotaHilux2020RevoGAutomatic3.0forSale
9.1/10
",7100000.0,2800,1
Automatic,Petrol,Karachi,39936,"
ToyotaCorolla2018GLiAutomatic1.3VVTifo...
9/10
",2900000.0,1300,3
Manual,Petrol,Karachi,65000,"
SuzukiFX1985GAforSale
",135000.0,800,36
Manual,Petrol,Karachi,65000,"
HondaCity1998EXiforSale
",490000.00000000006,1300,23
Manual,Petrol,Karachi,29000,"
HondaCity20191.3i-VTECforSale
",2390000.0,1300,2
Automatic,Petrol,Karachi,42000,"
KIASportage2019AWDforSale
",5250000.0,2000,2
Automatic,Petrol,Karachi,65000,"
ToyotaLandCruiser1998VX4.7forSale
",6100000.0,4663,23
Manual,Petrol,Karachi,70000,"
KIAClassic2000forSale
",345000.0,1300,21
Automatic,Petrol,Karachi,130000,"
LexusRXSeries2011450HforSale
",8000000.0,3500,10
Automatic,Petrol,Karachi,20,"
KIAPicanto20211.0ATforSale
",2130000.0,1000,0
Automatic,Petrol,Karachi,60,"
ToyotaCorolla2021AltisXAutomatic1.6for...
",3900000.0,1600,0
Automatic,Petrol,Karachi,100000,"
DaihatsuMira2012XMemorialEditionforSale
",1250000.0,660,9
Automatic,Petrol,Karachi,70000,"
ToyotaCorolla2017AltisCVT-i1.8forSale
",3200000.0,1800,4
Manual,Petrol,Karachi,1,"
PrincePearl2021MTforSale
",1260000.0,800,0
Manual,CNG,Karachi,10000,"
SuzukiMehran2011VX(CNG)forSale
",490000.00000000006,800,10
Automatic,Petrol,Karachi,27000,"
ToyotaCorolla2019GLiAutomatic1.3VVTifo...
",3100000.0,1300,2
Automatic,Petrol,Karachi,117000,"
SuzukiJimny2011forSale
",1500000.0,660,10
Manual,Petrol,Karachi,87000,"
DaihatsuCuore2011CXEcoforSale
",850000.0,800,10
Manual,CNG,Karachi,244361,"
SuzukiMehran1999VX(CNG)forSale
",250000.0,800,22
Automatic,Petrol,Karachi,23000,"
HondaCivic2017Oriel1.8i-VTECCVTforSale
",3575000.0,1800,4
Manual,Petrol,Karachi,115000,"
ToyotaCorolla2008XLiforSale
",1230000.0,1300,13
Automatic,Petrol,Karachi,34000,"
BMWX12017sDrive18iforSale
",6800000.0,1500,4
Manual,Petrol,Karachi,85060,"
SuzukiMehran2010VXforSale
",480000.0,800,11
Manual,Petrol,Karachi,70000,"
SuzukiSwift2016DLX1.3forSale
",1535000.0,1300,5
Automatic,Petrol,Karachi,135000,"
ToyotaCorolla2005X1.3forSale
",2050000.0,1300,16
Manual,Petrol,Karachi,81000,"
SuzukiCultus2006VXRforSale
",630000.0,1000,15
Automatic,Petrol,Karachi,56000,"
HondaVezel2015HybridXLPackageforSale
",3650000.0,1500,6
Automatic,Petrol,Karachi,35740,"
NissanClipper2019forSale
6.6/10
",1595000.0,660,2
Automatic,Petrol,Karachi,43398,"
NissanDayz2014XforSale
8.6/10
",1350000.0,660,7
Automatic,Petrol,Karachi,36961,"
MercedesBenzCClass2017C180forSale
8.7/10
",9700000.0,1600,4
Automatic,Petrol,Karachi,93498,"
ToyotaVitz2009B1.0forSale
6.5/10
",1430000.0,1000,12
Manual,Petrol,Karachi,78621,"
SuzukiWagonR2019VXLforSale
9.1/10
",1560000.0,1000,2
Automatic,Petrol,Karachi,37319,"
ToyotaCorolla2015AltisGrandeCVT-i1.8fo...
9.8/10
",3000000.0,1800,6
Automatic,Hybrid,Karachi,64289,"
HondaVezel2015HybridZforSale
9.3/10
",3350000.0,1500,6
Automatic,Petrol,Karachi,91943,"
ToyotaVitz2017F1.0forSale
8.1/10
",2575000.0,1000,4
Manual,Petrol,Karachi,106781,"
HondaCity20111.3i-VTECforSale
5.4/10
",1550000.0,1300,10
Automatic,Petrol,Karachi,40599,"
ToyotaFortuner20172.7VVTiforSale
9.5/10
",8100000.0,2700,4
Manual,Petrol,Karachi,29608,"
SuzukiMehran2016VXREuroIIforSale
9.8/10
",925000.0,800,5
Automatic,Petrol,Karachi,106230,"
ToyotaPrius2014S1.8forSale
7.9/10
",2750000.0,1800,7
Automatic,Petrol,Karachi,33400,"
ToyotaLandCruiser2016ZXforSale
",36000000.0,4608,5
Manual,Petrol,Karachi,101500,"
DaihatsuCuore2008CXforSale
",725000.0,800,13
Manual,Petrol,Karachi,124000,"
ToyotaCorolla2009GLi1.3VVTiforSale
",1550000.0,1300,12
Automatic,Petrol,Karachi,45000,"
ToyotaVitz2007forSale
",1350000.0,1000,14
Automatic,Petrol,Karachi,94000,"
ToyotaCorolla2015GLiAutomatic1.3VVTifo...
",2475000.0,1300,6
Automatic,Petrol,Karachi,78000,"
HondaVezel2014HybridXLPackageforSale
",3075000.0,1500,7
Automatic,Petrol,Karachi,2700,"
KIAPicanto20211.0ATforSale
",2200000.0,1000,0
Automatic,Petrol,Karachi,61000,"
HondaVezel2016HybridZHondaSensingfor...
",4650000.0,1500,5
Automatic,Petrol,Karachi,150,"
HondaCivic2001VTiOrielProsmatec1.6for...
",925000.0,1600,20
Manual,Petrol,Karachi,33000,"
ToyotaCorolla2019XLiVVTiforSale
",2875000.0,1300,2
Automatic,Petrol,Karachi,13000,"
DaihatsuMira2020LforSale
",2250000.0,660,1
Manual,Petrol,Karachi,250000,"
HondaCity2000EXiforSale
",850000.0,1300,21
Automatic,Petrol,Karachi,22000,"
ToyotaVitz2018FLimitedII1.0forSale
",0,1000,3
Automatic,Petrol,Karachi,2900,"
HondaCivic2020Oriel1.8i-VTECCVTforSale
",4285000.0,1800,1
Automatic,Petrol,Karachi,65000,"
ToyotaCorolla2016AltisAutomatic1.6forSale
",2642000.0,1600,5
Automatic,Petrol,Karachi,96000,"
ToyotaCorolla2017AltisGrandeCVT-i1.8fo...
",2900000.0,1800,4
Automatic,Petrol,Karachi,150,"
HondaCivic2006EXiProsmatecforSale
",1200000.0,1500,15
Manual,Petrol,Karachi,150000,"
ToyotaCorolla2014XLiVVTiforSale
",2025000.0,1300,7
Manual,Petrol,Karachi,1,"
SuzukiCultus2021VXLforSale
",2000000.0,1000,0
Automatic,Petrol,Karachi,49000,"
DaihatsuMira2018XforSale
",2150000.0,660,3
Automatic,Petrol,Karachi,101000,"
ToyotaPixisEpoch2013GSAforSale
",1445000.0,660,8
Automatic,Petrol,Karachi,200000,"
SuzukiEveryWagon2008PZTurboforSale
",980000.0000000001,660,13
Manual,Petrol,Karachi,97000,"
HondaCivic2002forSale
",980000.0000000001,1600,19
Manual,Petrol,Karachi,62000,"
SuzukiMehran2016VXREuroIIforSale
",869999.9999999999,800,5
Automatic,Petrol,Karachi,52000,"
SuzukiSwift2019RS1.0forSale
",0,1000,2
Automatic,Petrol,Karachi,29474,"
ToyotaCorolla2019AltisAutomatic1.6forSale
7.5/10
",3279999.9999999995,1600,2
Automatic,Petrol,Karachi,61198,"
ToyotaCorolla2017AltisAutomatic1.6forSale
9.1/10
",3250000.0,1600,4
Automatic,Petrol,Karachi,65051,"
ToyotaLandCruiser2016ZXforSale
9.6/10
",34000000.0,4600,5
Manual,Petrol,Karachi,59041,"
HondaCity2016Aspire1.3i-VTECforSale
9.6/10
",2300000.0,1300,5
Automatic,Petrol,Karachi,97036,"
KIASpectra20011.5forSale
5.2/10
",690000.0,1500,20
Automatic,Petrol,Karachi,79223,"
HondaCivicReborn2008VTiOrielProsmatec1....
8.6/10
",1745000.0,1800,13
Automatic,Petrol,Karachi,143791,"
NissanBluebirdSylphy200615SforSale
5.8/10
",1300000.0,1500,15
Manual,Petrol,Karachi,98959,"
DaihatsuCuore2012CXEcoforSale
5.2/10
",785000.0,800,9
Automatic,Petrol,Karachi,44702,"
ToyotaLandCruiser2015ZXforSale
8.4/10
",34000000.0,4600,6
Automatic,Petrol,Karachi,15166,"
ToyotaCorolla2020AltisAutomatic1.6forSale
9.9/10
",3579999.9999999995,1600,1
Manual,Petrol,Karachi,99855,"
SuzukiCultus2007VXRforSale
5.1/10
",570000.0,1000,14
Automatic,Hybrid,Karachi,32219,"
HondaVezel2015HybridZforSale
7.2/10
",3950000.0,1500,6
Automatic,Hybrid,Karachi,38000,"
ToyotaPrius2017SforSale
",0,1800,4
Automatic,Petrol,Karachi,10500,"
ToyotaCorolla2020GLiAutomatic1.3VVTifo...
",3475000.0,1300,1
Manual,Petrol,Karachi,48000,"
SuzukiWagonR2017VXRforSale
",1350000.0,1000,4
Manual,Petrol,Karachi,1,"
CitroenOther2015forSale
",645000.0,800,6
Manual,Petrol,Karachi,67000,"
SuzukiMehran2016VXEuroII(CNG)forSale
",730000.0,800,5
Automatic,Petrol,Karachi,67000,"
ToyotaCorolla2018AltisGrandeCVT-i1.8fo...
",3450000.0,1800,3
Automatic,Hybrid,Karachi,49000,"
ToyotaC-HR2017forSale
",5750000.0,1800,4
Automatic,Petrol,Karachi,5580,"
HondaBR-V2021i-VTECSforSale
",3579999.9999999995,1500,0
Automatic,Petrol,Karachi,17500,"
KIAPicanto20191.0ATforSale
",2000000.0,1000,2
Automatic,Petrol,Karachi,56000,"
AudiA44th(B8)Generation20141.8TFSIfor...
",6000000.0,1800,7
Automatic,Hybrid,Karachi,102000,"
ToyotaPrius2010forSale
",2020000.0,1500,11
Automatic,Petrol,Karachi,190000,"
HondaCivic2000VTiOrielAutomatic1.6for...
",950000.0,1600,21
Manual,Petrol,Karachi,95000,"
HondaCity20141.3i-VTECforSale
",1875000.0,1300,7
Automatic,Petrol,Karachi,100000,"
HondaCity20121.3i-VTECProsmatecforSale
",1850000.0,1300,9
Automatic,Petrol,Karachi,39000,"
ToyotaCorolla2017AltisGrandeCVT-i1.8fo...
",3365000.0,1800,4
Automatic,Petrol,Karachi,58000,"
ToyotaCorolla2018AltisGrandeCVT-i1.8fo...
",3700000.0,1800,3
Automatic,Petrol,Karachi,82000,"
ToyotaVitz2011F1.0forSale
",1680000.0,1000,10
Manual,Petrol,Karachi,23000,"
SuzukiWagonR2018VXLforSale
",1800000.0,1000,3
Automatic,Petrol,Karachi,80000,"
MercedesBenzCClass2008C180forSale
",3500000.0,1800,13
Manual,Petrol,Karachi,140000,"
DaihatsuCuore2007forSale
",650000.0,800,14
Automatic,Petrol,Karachi,104000,"
ToyotaVitz2008F1.0forSale
",1475000.0,1000,13
Manual,Petrol,Karachi,89000,"
ToyotaCorolla2011GLi1.3VVTiforSale
",1785000.0000000002,1300,10
Automatic,Petrol,Karachi,154000,"
ToyotaVitz2011F1.0forSale
",1080000.0,1000,10
Manual,Petrol,Karachi,180000,"
SuzukiKhyber1996GAforSale
",250000.0,1000,25
Manual,Petrol,Karachi,85000,"
SuzukiAlto2006VXR(CNG)forSale
",565000.0,1000,15
Automatic,Petrol,Karachi,34,"
MGZS20211.5LforSale
10/10
",4250000.0,1500,0
Automatic,Petrol,Karachi,124886,"
HondaFreed2011+HybridEXforSale
7.4/10
",2250000.0,1500,10
Automatic,Petrol,Karachi,67401,"
HondaCivic2018Oriel1.8i-VTECCVTforSale
8.8/10
",3765000.0,1800,3
Automatic,Petrol,Karachi,123639,"
HondaVezel2014HybridXforSale
9.2/10
",3000000.0,1500,7
Manual,Petrol,Karachi,126585,"
ToyotaCorolla2015GLi1.3VVTiforSale
6.5/10
",2200000.0,1300,6
Automatic,Petrol,Karachi,42358,"
HondaVezel2016HybridRSHondaSensingfor...
10/10
",4960000.0,1500,5
