Gear_type,fuel_type,location,mileage,name,price,volume_of_fuel,year_of_manufacture
Automatic,Petrol,Karachi,29600,"
ToyotaCorolla2018GLiAutomatic1.3VVTifo...
",2995000.0,1300,3
Automatic,Petrol,Karachi,120000,"
ToyotaCorolla2011GLiAutomatic1.6VVTifo...
",2025000.0,1600,10
Automatic,Petrol,Karachi,40000,"
ToyotaPrado2013TX2.7forSale
",0,2700,8
Manual,Petrol,Karachi,140000,"
SuzukiCultus2005VXR(CNG)forSale
",600000.0,1000,16
Manual,Petrol,Karachi,98786,"
SuzukiAlto2006VXRforSale
",475000.0,1000,15
Manual,Petrol,Karachi,35500,"
SuzukiCultus2019VXLforSale
",1864999.9999999998,1000,2
Automatic,Petrol,Karachi,104000,"
HondaCivicReborn2008VTiOrielProsmatec1....
",1575000.0,1800,13
Automatic,Petrol,Karachi,60000,"
DaihatsuMira2015LSAforSale
",1575000.0,660,6
Automatic,Petrol,Karachi,123,"
ToyotaVitz2007iLL1.5forSale
",1900000.0,1500,14
Manual,Petrol,Karachi,45000,"
SuzukiCultus2008VXRiforSale
",800000.0,1000,13
Automatic,Petrol,Karachi,10,"
KIASportage2021AWDforSale
",5776000.0,2000,0
Automatic,Petrol,Karachi,36000,"
ToyotaVitz2018FLimitedII1.0forSale
",0,1000,3
Automatic,Petrol,Karachi,35,"
ToyotaCorolla2021AltisXAutomatic1.6for...
",3820000.0000000005,1600,0
Automatic,Petrol,Karachi,23000,"
SuzukiVitara2017GLX1.6forSale
",3850000.0,1600,4
Automatic,Petrol,Karachi,80000,"
ToyotaAqua2013SforSale
",2350000.0,1500,8
Automatic,Diesel,Karachi,17000,"
ToyotaHilux2020RevoGAutomatic2.8forSale
",7250000.0,2700,1
Automatic,Petrol,Karachi,61200,"
ToyotaPasso2016+Hana1.0forSale
",1730000.0,1000,5
Automatic,Petrol,Karachi,15246,"
ToyotaCorolla2016AltisGrandeCVT-i1.8fo...
8/10
",3250000.0,1800,5
Automatic,Hybrid,Karachi,83000,"
HondaVezel2016HybridZforSale
",3750000.0,1500,5
Automatic,Petrol,Karachi,90000,"
ToyotaPrado120Series2007TXLimited2.7fo...
",7000000.0,2700,14
Automatic,Petrol,Karachi,90000,"
ToyotaPrado120Series2009TX2.7forSale
",10300000.0,2700,12
Automatic,Petrol,Karachi,90000,"
ToyotaLandCruiser2009AXG60thBlackLeat...
",17800000.0,4600,12
Manual,Petrol,Karachi,190000,"
MitsubishiLancer1993GLforSale
",400000.0,1300,28
Automatic,Petrol,Karachi,200000,"
HondaCity2001EXiSAutomaticforSale
",755000.0,1500,20
Automatic,Petrol,Karachi,6800,"
FordF1502018forSale
",29500000.0,5000,3
Automatic,Petrol,Karachi,35700,"
ToyotaVitz2019F1.0forSale
",2775000.0,1000,2
Automatic,Hybrid,Karachi,80000,"
HondaVezel2014HybridZforSale
",3475000.0,1500,7
Manual,Petrol,Karachi,103000,"
SuzukiAlto2012VXR(CNG)forSale
",790000.0,1000,9
Manual,Petrol,Karachi,121000,"
ToyotaCorolla2009GLi1.3VVTiforSale
",1685000.0000000002,1300,12
Automatic,Petrol,Karachi,58000,"
NissanMoco2014DolceGforSale
",1425000.0,660,7
Automatic,Petrol,Karachi,5000,"
AudiA52019forSale
",13799999.999999998,3000,2
Automatic,Petrol,Karachi,25,"
MGOther2021forSale
",6150000.0,1500,0
Manual,CNG,Karachi,2850,"
MitsubishiLancer1990GLforSale
",285000.0,1300,31
Automatic,Petrol,Karachi,16000,"
ToyotaCorolla2019AltisAutomatic1.6forSale
",3325000.0,1600,2
Automatic,Petrol,Karachi,150000,"
HondaCivic2001VTiOrielAutomatic1.6for...
",969999.9999999999,1600,20
Manual,Petrol,Karachi,89000,"
SuzukiLiana2011RXiforSale
",1070000.0,1300,10
Manual,Petrol,Karachi,230000,"
DaihatsuCharade1986CSforSale
",300000.0,1000,35
Automatic,Petrol,Karachi,61000,"
ToyotaCorolla2017AltisAutomatic1.6forSale
",2740000.0,1600,4
Automatic,Petrol,Karachi,89000,"
ToyotaPrius2013SLEDEdition1.8forSale
",2750000.0,1800,8
Manual,Petrol,Karachi,87500,"
ToyotaCorolla2009XLiVVTiforSale
",1550000.0,1300,12
Automatic,Petrol,Karachi,80000,"
ToyotaAqua2015SforSale
",2750000.0,1500,6
Automatic,Petrol,Karachi,135000,"
HondaAccord2005VTi2.4forSale
",2500000.0,2400,16
Manual,Petrol,Karachi,95000,"
SuzukiAlto2008VXRforSale
",560000.0,1000,13
Manual,Petrol,Karachi,100000,"
SuzukiAPV2008GLXforSale
",560000.0,1500,13
Automatic,Petrol,Karachi,108000,"
ToyotaPasso2007G1.0forSale
",1375000.0,1000,14
Automatic,Petrol,Karachi,94000,"
SubaruR22007forSale
",875000.0,660,14
Automatic,Petrol,Karachi,56000,"
NissanDayz2016BoleroJforSale
",1580000.0,660,5
Manual,Petrol,Karachi,14500,"
SuzukiWagonR2019VXRforSale
",1500000.0,1000,2
Automatic,Petrol,Karachi,73000,"
ToyotaPrado2016TXLPackage2.7forSale
",0,2700,5
Automatic,Diesel,Karachi,23500,"
ToyotaFortuner2018forSale
",9250000.0,2800,3
Automatic,Petrol,Karachi,32000,"
ToyotaCorolla2018AltisGrandeCVT-i1.8fo...
",3590000.0,1800,3
Automatic,Petrol,Karachi,84000,"
HondaCivicRebirth2013VTiProsmatec1.8i-V...
",2250000.0,1800,8
Automatic,Petrol,Karachi,36000,"
ToyotaVitz2018F1.0forSale
",2650000.0,1000,3
Automatic,Petrol,Karachi,13500,"
SuzukiAlto2020VXLforSale
",1575000.0,660,1
Automatic,Petrol,Karachi,43000,"
ToyotaFortuner20172.7VVTiforSale
",7975000.0,2700,4
Manual,Petrol,Karachi,51253,"
HondaCity20161.3i-VTECforSale
",2085000.0000000002,1300,5
Automatic,Petrol,Karachi,86000,"
ToyotaLandCruiser2015ZXforSale
",0,4600,6
Automatic,Petrol,Karachi,10,"
HyundaiElantra2021forSale
",4100000.0,2000,0
Automatic,Petrol,Karachi,68000,"
ToyotaVitz2013F1.0forSale
",1875000.0,1000,8
Automatic,Hybrid,Karachi,87000,"
ToyotaAqua2014GLEDSoftLeatherSelection...
",2375000.0,1500,7
Manual,Petrol,Karachi,116000,"
HondaCivicEK1997EXiforSale
",725000.0,1500,24
Automatic,Petrol,Karachi,95000,"
ToyotaCorolla2012GLiAutomatic1.6VVTifo...
",2000000.0,1600,9
Manual,Petrol,Karachi,100000,"
ToyotaCorolla1976forSale
",215000.0,1300,45
Automatic,Petrol,Karachi,67600,"
HondaCity20121.3i-VTECProsmatecforSale
",1950000.0,1300,9
Automatic,Petrol,Karachi,90000,"
SuzukiEvery2014forSale
",1450000.0,660,7
Automatic,Hybrid,Karachi,121000,"
NissanNote2018forSale
",2900000.0,1200,3
Manual,Petrol,Karachi,95000,"
SuzukiCultus2010VXRiforSale
",869999.9999999999,1000,11
Manual,Petrol,Karachi,114000,"
ToyotaCorolla2014GLi1.3VVTiforSale
",2375000.0,1300,7
Manual,Petrol,Karachi,92000,"
ToyotaCorolla2011GLi1.3VVTiforSale
",1600000.0,1300,10
Automatic,Petrol,Karachi,86000,"
SuzukiEvery2015JoinTurboforSale
",1714999.9999999998,660,6
Automatic,Petrol,Karachi,9500,"
ToyotaCorolla2020AltisGrandeCVT-i1.8fo...
",4150000.0,1800,1
Manual,CNG,Karachi,86000,"
SuzukiMehran2010VX(CNG)forSale
",440000.00000000006,800,11
Manual,Petrol,Karachi,100000,"
SuzukiBolan2010forSale
",570000.0,800,11
Automatic,Petrol,Karachi,164000,"
HondaCivic2003VTiProsmatec1.6forSale
",1220000.0,1600,18
Automatic,Petrol,Karachi,14000,"
ToyotaCorolla2019AltisGrandeCVT-i1.8fo...
",3950000.0,1800,2
Manual,Petrol,Karachi,96500,"
HondaCity2015Aspire1.3i-VTECforSale
",2070000.0,1300,6
Manual,Petrol,Karachi,160000,"
SuzukiMehran2003VXR(CNG)forSale
",350000.0,800,18
Manual,Petrol,Karachi,99900,"
HondaCivicRebirth2013VTiOriel1.8i-VTEC...
",2355000.0,1800,8
Manual,CNG,Karachi,100000,"
SuzukiKhyber1989forSale
",190000.0,1000,32
Manual,Petrol,Karachi,96000,"
HondaCity20141.3i-VTECforSale
",1785000.0000000002,1300,7
Manual,Petrol,Karachi,89000,"
ToyotaCorolla2011XLiVVTiforSale
",1560000.0,1300,10
Automatic,Petrol,Karachi,23000,"
ToyotaCorolla2019AltisGrandeCVT-i1.8fo...
",3750000.0,1800,2
Automatic,Petrol,Karachi,289000,"
HondaAccord1988EXforSale
",500000.0,1600,33
Manual,Diesel,Karachi,100000,"
ToyotaCorolla20022.0DSaloonforSale
",1025000.0,2000,19
Automatic,Petrol,Karachi,88000,"
HondaCivicRebirth2014VTiOrielProsmatec1...
",2500000.0,1800,7
Automatic,Petrol,Karachi,106000,"
HondaCivic2004VTiOrielProsmatec1.6for...
",1265000.0,1600,17
Automatic,Petrol,Karachi,40000,"
KIASportage2020AWDforSale
",5640000.0,2000,1
Manual,Petrol,Karachi,24000,"
ToyotaCorolla2017GLi1.3VVTiforSale
",2650000.0,1300,4
Automatic,Petrol,Karachi,50000,"
ToyotaMarkX2005250GFPackageSmartEditi...
",3600000.0,2500,16
Automatic,Petrol,Karachi,8000,"
NissanDayzHighwayStar2018forSale
",2200000.0,660,3
Automatic,Petrol,Karachi,65000,"
HondaCivicRebirth2016VTiOrielProsmatec1...
",2800000.0,1800,5
Automatic,Diesel,Karachi,59000,"
ToyotaHilux2018RevoVAutomatic2.8forSale
",6800000.0,2800,3
Automatic,Petrol,Karachi,78000,"
SuzukiJimny2008forSale
",1475000.0,660,13
Automatic,Diesel,Karachi,75000,"
ToyotaHilux2013VigoChampGforSale
",5400000.0,3000,8
Automatic,Petrol,Karachi,110000,"
ToyotaPrado120Series2006TX2.7forSale
",6100000.0,2700,15
Automatic,Petrol,Karachi,98000,"
ToyotaLandCruiser100Series2002Cygnusfor...
",8200000.0,4700,19
Automatic,Petrol,Karachi,121000,"
SuzukiAlto2014SPackageforSale
",1375000.0,660,7
Manual,Petrol,Karachi,9000,"
SuzukiCultus2016VXRiforSale
",1525000.0,1000,5
Automatic,Petrol,Karachi,137110,"
ToyotaPasso2009XFPackageforSale
",1295000.0,1000,12
Manual,Petrol,Karachi,68000,"
SuzukiCultus2007VXLforSale
",690000.0,1000,14
Automatic,Petrol,Karachi,100000,"
MitsubishiEkWagon2012LimitedforSale
",1140000.0,660,9
Manual,Petrol,Karachi,16900,"
ToyotaCorolla2009XLiVVTiforSale
",2200000.0,1300,12
Automatic,Petrol,Karachi,42000,"
ToyotaFortuner2015TRDSportivoforSale
",6550000.0,2700,6
Manual,Petrol,Karachi,46000,"
FAWV22017VCT-iforSale
",1200000.0,1300,4
Manual,Petrol,Karachi,107000,"
ToyotaCorolla2012GLi1.3VVTiforSale
",1720000.0,1300,9
Automatic,Petrol,Karachi,29000,"
ToyotaCorolla2019AltisGrandeCVT-i1.8fo...
",3929999.9999999995,1800,2
Automatic,Petrol,Karachi,19500,"
HondaCivic2019Oriel1.8i-VTECCVTforSale
",3990000.0,1800,2
Manual,CNG,Karachi,167508,"
SuzukiAlto2001VXR(CNG)forSale
",360000.0,1000,20
Manual,Petrol,Karachi,130000,"
HondaCivicEagleEye2005EXiforSale
",1100000.0,1500,16
Automatic,Petrol,Karachi,34000,"
ToyotaCorolla2019AltisAutomatic1.6forSale
",3200000.0,1600,2
Automatic,Petrol,Karachi,80100,"
ToyotaCorolla2015GLiAutomatic1.3VVTifo...
",2450000.0,1300,6
Automatic,Hybrid,Karachi,16500,"
ToyotaAqua2018GLEDSoftLeatherSelection...
",3875000.0,1500,3
Automatic,Petrol,Karachi,72000,"
ToyotaVitz2012F1.0forSale
",1825000.0,1000,9
Automatic,Diesel,Karachi,40,"
ToyotaHilux2021RevoVAutomatic2.8forSale
",8325000.0,2800,0
Automatic,Petrol,Karachi,73000,"
SuzukiHustler2014forSale
",1485000.0,660,7
Automatic,Hybrid,Karachi,84000,"
HondaSpike2012forSale
",2150000.0,1200,9
Manual,Petrol,Karachi,155000,"
SuzukiCultus2006VXRforSale
",570000.0,1000,15
Manual,Petrol,Karachi,100000,"
SuzukiAlto2007VXRforSale
",525000.0,1000,14
Manual,Petrol,Karachi,70000,"
ToyotaCorolla2016forSale
",2330000.0,1300,5
Automatic,Petrol,Karachi,92000,"
SuzukiKei2012AforSale
",1350000.0,660,9
Automatic,Petrol,Karachi,56000,"
DaihatsuMira2013CustomXforSale
",1450000.0,660,8
Automatic,Petrol,Karachi,217000,"
LexusLXSeries1998LX470forSale
",5200000.0,4700,23
Automatic,Diesel,Karachi,60000,"
ToyotaHilux2016VigoChampTRDSportivofo...
",5100000.0,2500,5
Automatic,Petrol,Karachi,7000,"
ToyotaFortuner20212.7VVTiforSale
",9000000.0,2700,0
Automatic,Petrol,Karachi,18000,"
ToyotaFortuner20182.7VVTiforSale
",0,2700,3
Automatic,Petrol,Karachi,2500,"
KIAPicanto20211.0ATforSale
",0,1000,0
Automatic,Petrol,Karachi,70000,"
HondaBR-V2018i-VTECSforSale
",0,1500,3
Manual,CNG,Karachi,52321,"
SuzukiCultus2007VXL(CNG)forSale
",750000.0,1000,14
Automatic,Petrol,Karachi,29000,"
ToyotaCorolla2019XLiAutomaticforSale
",2950000.0,1300,2
Automatic,Petrol,Karachi,37921,"
HondaCivicRebirth2016Oriel1.8i-VTECCVT...
9.5/10
",3350000.0,1800,5
Automatic,Petrol,Karachi,5000,"
LexusLXSeries2016LX570forSale
",0,5663,5
Automatic,Petrol,Karachi,7855,"
DaihatsuCast2018ActivaGSAIIIforSale
9.6/10
",2575000.0,660,3
Automatic,Petrol,Karachi,10066,"
ToyotaPrado2017TXLPackage2.7forSale
",0,2700,4
Automatic,Petrol,Karachi,90000,"
ToyotaVitz2013F1.0forSale
",1814999.9999999998,1000,8
Automatic,Petrol,Karachi,210000,"
ToyotaAqua2013GforSale
",2250000.0,1500,8
Automatic,Hybrid,Karachi,92000,"
ToyotaCorollaAxio2018Hybrid1.5forSale
",3200000.0,1500,3
Automatic,Petrol,Karachi,110000,"
ToyotaCorolla2001X1.5forSale
",1680000.0,1500,20
Manual,Petrol,Karachi,47000,"
SuzukiCultus2016LimitedEditionforSale
",1450000.0,1000,5
Manual,Petrol,Karachi,100000,"
ToyotaCorolla2016GLi1.3VVTiforSale
",2375000.0,1300,5
Automatic,Petrol,Karachi,6000,"
ChanganAlsvin2021forSale
",2900000.0,1500,0
Manual,Petrol,Karachi,100000,"
SuzukiKhyber1996GAforSale
",260000.0,1000,25
Automatic,Petrol,Karachi,46000,"
ToyotaLandCruiser2016ZXforSale
",34000000.0,4608,5
Automatic,Petrol,Karachi,30000,"
ToyotaVitz2018F1.0forSale
",2900000.0,1000,3
Automatic,Petrol,Karachi,94000,"
SubaruPleo2007AforSale
",850000.0,660,14
Automatic,Petrol,Karachi,65238,"
NissanDayz2017forSale
",1525000.0,660,4
Manual,Petrol,Karachi,44500,"
ToyotaCorolla2016XLiVVTiforSale
",2345000.0,1300,5
Manual,Petrol,Karachi,35000,"
ToyotaCorolla2009XLiVVTiforSale
",1500000.0,1300,12
Manual,Petrol,Karachi,62000,"
SuzukiCultus2014EUROIIforSale
",1044999.9999999999,1000,7
Automatic,Petrol,Karachi,26000,"
LexusLXSeries2016LX570forSale
",45000000.0,5663,5
Automatic,Diesel,Karachi,1,"
ToyotaFortuner20212.8Sigma4forSale
",10400000.0,2800,0
Automatic,Petrol,Karachi,34000,"
HondaCivic2017Oriel1.8i-VTECCVTforSale
",3475000.0,1800,4
Manual,Petrol,Karachi,19000,"
SuzukiBolan2018CargoVanEurollforSale
",910000.0,800,3
Automatic,Petrol,Karachi,24000,"
ToyotaPrado2018TX2.7forSale
",0,2700,3
Automatic,Petrol,Karachi,53000,"
ToyotaCorolla2016AltisAutomatic1.6forSale
",2575000.0,1600,5
Automatic,Petrol,Karachi,51000,"
SuzukiAlto2019VXLforSale
",1550000.0,660,2
Automatic,Petrol,Karachi,96000,"
SuzukiEvery2012GAforSale
",1175000.0,660,9
Automatic,Petrol,Karachi,37000,"
ToyotaPrado2018TX2.7forSale
",21000000.0,2700,3
Manual,Petrol,Karachi,175000,"
SuzukiKhyber1998GAforSale
",330000.0,1000,23
Automatic,Hybrid,Karachi,89400,"
ToyotaVitz2017HybridF1.5forSale
",0,1500,4
Automatic,Petrol,Karachi,90000,"
ToyotaPrado120Series2006TX2.7forSale
",0,2700,15
Automatic,Petrol,Karachi,35148,"
ToyotaVitz2018FSmileEdition1.0forSale
",0,1000,3
Automatic,Petrol,Karachi,61,"
ToyotaLandCruiser2017AXforSale
",0,4600,4
Automatic,Petrol,Karachi,19874,"
ToyotaPremio2018FEXPackage1.5forSale
",0,1500,3
Automatic,Petrol,Karachi,12000,"
DaihatsuMira2018forSale
",0,660,3
Automatic,Petrol,Karachi,33000,"
FordF1502018forSale
",18900000.0,3500,3
Automatic,Petrol,Karachi,25000,"
FordF1502017forSale
",26500000.0,5000,4
Automatic,Petrol,Karachi,160000,"
ToyotaSurf2001SSR-G3.4forSale
",3650000.0,3400,20
Automatic,Petrol,Karachi,86000,"
HondaCivicRebirth2015VTiOrielProsmatec1...
",2600000.0,1800,6
Automatic,Petrol,Karachi,42000,"
ToyotaPasso2018XLPackageSforSale
",2425000.0,1000,3
Automatic,Petrol,Karachi,76000,"
ToyotaRush2010GA/TforSale
",2490000.0,1500,11
Manual,Petrol,Karachi,74000,"
SuzukiCultus2016LimitedEditionforSale
",1195000.0,1000,5
Manual,Petrol,Karachi,93000,"
SuzukiCultus2014EUROIIforSale
",1125000.0,1000,7
Manual,Petrol,Karachi,68500,"
ToyotaCorolla2015GLi1.3VVTiforSale
",2400000.0,1300,6
Automatic,Petrol,Karachi,97000,"
ToyotaVitz2005U1.0forSale
",1295000.0,1000,16
Automatic,Petrol,Karachi,46000,"
HondaCity20191.5i-VTECProsmatecforSale
",2700000.0,1500,2
Automatic,Petrol,Karachi,76000,"
ToyotaCorolla2016AltisCVT-i1.8forSale
",3050000.0,1800,5
Manual,Petrol,Karachi,17700,"
SuzukiBolan2019VXEuroIIforSale
",1000000.0,800,2
Manual,Petrol,Karachi,90000,"
SuzukiSwift2016DLX1.3forSale
",1550000.0,1300,5
Manual,Petrol,Karachi,92000,"
HondaCivicReborn2010VTiOriel1.8i-VTECf...
",1655000.0,1800,11
Automatic,Petrol,Karachi,70000,"
DaihatsuMira2013GSmartDrivePackagefor...
",1525000.0,660,8
Automatic,Petrol,Karachi,20000,"
HondaCivic2019Oriel1.8i-VTECCVTforSale
",4000000.0,1800,2
Automatic,Petrol,Karachi,122000,"
ToyotaPasso2007forSale
",1400000.0,1000,14
Automatic,Hybrid,Karachi,115000,"
ToyotaSienta2016GforSale
",3250000.0,1500,5
Automatic,Petrol,Karachi,101649,"
HondaNBox2012GforSale
5.4/10
",1250000.0,660,9
Automatic,Petrol,Karachi,3200,"
AudiA520191.4TFSISportbackforSale
",0,1400,2
Automatic,Petrol,Karachi,87000,"
ToyotaCorolla2012AltisSRCruisetronic1.6...
",2200000.0,1600,9
Automatic,Petrol,Karachi,69543,"
BMW3Series1990316iforSale
",880000.0000000001,2000,31
Automatic,Hybrid,Karachi,90000,"
HondaVezel2014HybridZforSale
",3050000.0,1500,7
Automatic,Petrol,Karachi,6500,"
HondaCivic2020Oriel1.8i-VTECCVTforSale
",4400000.0,1800,1
Automatic,Petrol,Karachi,56000,"
ToyotaVitz2018F1.0forSale
",0,1000,3
Automatic,Petrol,Karachi,94500,"
ToyotaCorolla2010AltisCruisetronic1.6fo...
",0,1600,11
Automatic,Hybrid,Karachi,85000,"
ToyotaAqua2014SforSale
",2325000.0,1500,7
Manual,Petrol,Karachi,65000,"
ToyotaCorolla2013GLi1.3VVTiforSale
",1820000.0,1300,8
Manual,Petrol,Karachi,136224,"
SuzukiCultus2014EUROIIforSale
8.2/10
",1150000.0,1000,7
Manual,Petrol,Karachi,33000,"
SuzukiMehran2019VXREuroIIforSale
",1065000.0,800,2
Manual,Petrol,Karachi,79000,"
ToyotaCorolla2016XLiVVTiforSale
",2175000.0,1300,5
Automatic,Petrol,Karachi,75000,"
ToyotaCorolla2016GLiAutomatic1.3VVTifo...
",2490000.0,1300,5
Automatic,Petrol,Karachi,80000,"
DaihatsuMira2014LforSale
",1425000.0,660,7
Automatic,Petrol,Karachi,85000,"
ToyotaPrado120Series2003TZ3.4forSale
",0,3400,18
Automatic,Petrol,Karachi,74400,"
ToyotaPasso2018ModaGforSale
",0,1000,3
Automatic,Petrol,Karachi,69000,"
ToyotaPasso2018XLPackageforSale
",2400000.0,1000,3
Manual,Petrol,Karachi,58000,"
HondaCity20161.3i-VTECforSale
",2025000.0,1300,5
Automatic,Petrol,Karachi,134896,"
NissanClipper2016forSale
",1410000.0,660,5
Automatic,Petrol,Karachi,67000,"
HondaCivicRebirth2015OrielProsmatecUGfo...
",2750000.0,1800,6
Automatic,Petrol,Karachi,1,"
ToyotaCorolla2021AltisXAutomatic1.6for...
",3720000.0000000005,1600,0
Automatic,Petrol,Karachi,1400,"
MGZS20211.5LforSale
",4114000.0,1500,0
Automatic,Petrol,Karachi,49000,"
HondaCivic2017Oriel1.8i-VTECCVTforSale
",3450000.0,1800,4
Automatic,Hybrid,Karachi,128500,"
ToyotaPrius2007G1.5forSale
",1720000.0,1500,14
Automatic,Petrol,Karachi,53000,"
ToyotaCorolla2018AltisGrandeCVT-i1.8fo...
",3650000.0,1800,3
Automatic,Petrol,Karachi,59000,"
ToyotaCorolla2018AltisAutomatic1.6forSale
",3175000.0,1600,3
Manual,Petrol,Karachi,165433,"
ToyotaCorolla2012GLi1.3VVTiforSale
",1750000.0,1300,9
Manual,Petrol,Karachi,110000,"
ToyotaCorolla2009XLiVVTiforSale
",1525000.0,1300,12
Automatic,Petrol,Karachi,60000,"
DaihatsuMove2013CustomGforSale
",1395000.0,660,8
Automatic,Petrol,Karachi,77000,"
ToyotaVitz2014FLimitedII1.0forSale
",2170000.0,1300,7
Automatic,Petrol,Karachi,73000,"
ToyotaLandCruiser2009ZXforSale
",18000000.0,4600,12
Automatic,Petrol,Karachi,132000,"
DaihatsuHijet2010SpecialforSale
",1120000.0,660,11
Automatic,Petrol,Karachi,99000,"
ToyotaCami2003PforSale
",1400000.0,1300,18
Manual,Petrol,Karachi,130000,"
ToyotaCorolla2011XLiVVTiforSale
",1550000.0,1300,10
Manual,Petrol,Karachi,67000,"
Nissan350Z2012forSale
",6500000.0,3000,9
Manual,Petrol,Karachi,4000,"
HondaCity20211.3i-VTECforSale
",2550000.0,1300,0
Manual,CNG,Karachi,1,"
SuzukiCultus2011forSale
",900000.0,1000,10
Automatic,Petrol,Karachi,184000,"
ToyotaCami2005PforSale
",1400000.0,1300,16
Manual,Petrol,Karachi,100000,"
ToyotaCorolla2001XE-GforSale
",900000.0,1300,20
Automatic,Hybrid,Karachi,92000,"
ToyotaSienta2016GforSale
",3450000.0,1500,5
Automatic,Petrol,Karachi,100000,"
ToyotaCorolla20032.0DSaloonforSale
",1175000.0,1500,18
Manual,Petrol,Karachi,154554,"
SuzukiMehran2008VXR(CNG)forSale
",440000.00000000006,800,13
Automatic,Petrol,Karachi,67049,"
HondaCivicRebirth2015VTiProsmatec1.8i-V...
",2550000.0,1800,6
Manual,Petrol,Karachi,135000,"
SuzukiAlto2007VXRforSale
",490000.00000000006,1000,14
Automatic,Petrol,Karachi,92000,"
SuzukiOther2012forSale
",1350000.0,660,9
Automatic,Petrol,Karachi,8500,"
ToyotaVitz2017forSale
",2575000.0,1000,4
Automatic,Petrol,Karachi,126000,"
DaihatsuMira2011XLimitedforSale
",1200000.0,660,10
Automatic,Petrol,Karachi,109000,"
HondaCivicReborn2011VTiOrielProsmatec1....
",1789999.9999999998,1800,10
Automatic,Petrol,Karachi,15000,"
DaihatsuRocky2020forSale
",4750000.0,660,1
Automatic,Petrol,Karachi,127000,"
ToyotaCorollaAxio2014Hybrid1.5forSale
",2725000.0,1500,7
Automatic,Hybrid,Karachi,1555,"
ToyotaAqua2020SforSale
",4000000.0,1500,1
Automatic,Petrol,Karachi,179000,"
ToyotaCorolla2009AltisCruisetronic1.8fo...
",1750000.0,1800,12
Automatic,Petrol,Karachi,66134,"
ToyotaVitz2018F1.0forSale
",2750000.0,1000,3
Automatic,Petrol,Karachi,19677,"
DaihatsuMira2018LforSale
",2075000.0,660,3
Automatic,Petrol,Karachi,32606,"
ToyotaPrado2018TX2.7forSale
",0,2700,3
Automatic,Petrol,Karachi,19463,"
ToyotaCorolla2020GLiAutomatic1.3VVTifo...
",3290000.0,1300,1
Automatic,Petrol,Karachi,126000,"
SuzukiEvery2016PCforSale
",1680000.0,660,5
Automatic,Petrol,Karachi,45365,"
ToyotaVitz2018FLimitedII1.0forSale
",2800000.0,1000,3
Automatic,Petrol,Karachi,28900,"
ToyotaVitz2017F1.0forSale
",2665000.0,1000,4
Automatic,Petrol,Karachi,63,"
MGZS20211.5LforSale
",0,1500,0
Automatic,Petrol,Karachi,21000,"
HondaCivic2018Oriel1.8i-VTECCVTforSale
",3700000.0,1800,3
Automatic,Petrol,Karachi,20000,"
DaihatsuMira2018XforSale
",2125000.0,660,3
Manual,Petrol,Karachi,131009,"
HondaCity2006i-DSIforSale
",950000.0,1300,15
Automatic,Petrol,Karachi,80000,"
ToyotaCorolla2018GLiAutomatic1.3VVTifo...
",2850000.0,1300,3
Automatic,Petrol,Karachi,72866,"
ToyotaWish20071.8XAeroSportsPackageLi...
",2250000.0,1800,14
Manual,Petrol,Karachi,100000,"
ToyotaCorolla2011GLi1.3VVTiforSale
",1760000.0000000002,1300,10
Automatic,Petrol,Karachi,1,"
KIAPicanto20211.0ATforSale
",2165000.0,1000,0
Automatic,Petrol,Karachi,75000,"
DaihatsuMira2014CustomLforSale
",1435000.0,660,7
Automatic,Petrol,Karachi,84000,"
SuzukiAlto2013ECO-SforSale
",1175000.0,660,8
Manual,Petrol,Karachi,105000,"
HondaCivic2003VTi1.6forSale
",910000.0,1600,18
Manual,Petrol,Karachi,117000,"
HondaCity20151.3i-VTECforSale
",1870000.0,1300,6
Manual,Petrol,Karachi,100000,"
SuzukiCultus2007VXRforSale
",620000.0,1000,14
Automatic,Petrol,Karachi,13500,"
ToyotaCorolla2020AltisGrandeCVT-i1.8fo...
",4135000.0,1800,1
Automatic,Petrol,Karachi,57056,"
NissanJuke201215RXUrbanSelectionforSale
",2600000.0,1500,9
Automatic,Petrol,Karachi,100000,"
ToyotaTownAce2008forSale
",1689999.9999999998,1500,13
Automatic,Petrol,Karachi,100000,"
NissanDayz2014forSale
",1350000.0,660,7
Automatic,Petrol,Karachi,68000,"
BMWX5Series20043.0iforSale
",2900000.0,2800,17
Manual,Petrol,Karachi,56000,"
SuzukiCultus2015VXRiforSale
",1125000.0,1000,6
Automatic,Petrol,Karachi,60000,"
ToyotaCorolla2018AltisAutomatic1.6forSale
",3050000.0,1600,3
Automatic,Petrol,Karachi,86000,"
ToyotaCorolla2015GLiAutomatic1.3VVTifo...
",2540000.0,1300,6
Manual,Petrol,Karachi,599999,"
SuzukiKhyber1989GAforSale
",225000.0,1000,32
Automatic,Petrol,Karachi,36500,"
HondaCity20181.5i-VTECProsmatecforSale
",2750000.0,1500,3
Automatic,Petrol,Karachi,94000,"
SuzukiCervo2007TXforSale
",1150000.0,660,14
Manual,Petrol,Karachi,80000,"
HondaCity20101.3i-VTECforSale
",1450000.0,1300,11
Manual,Petrol,Karachi,29000,"
ToyotaCorolla2018GLi1.3VVTiforSale
",3000000.0,1300,3
Manual,Petrol,Karachi,59000,"
SuzukiSwift2011DLX1.3forSale
",1375000.0,1300,10
